id,name,description,category,location,floor,ageRange,exhibitType,environment,difficulty,durationMinutes,averageTimeMinutes,visitorCount,rating,feedbackCount,language,accessibility,maintenanceNotes,safetyNotes,educationalValue,curriculumLinks,materials,dimensions,weightKg,powerRequirements,temperatureRange,humidityRange,lastMaintenance,nextMaintenance,cost,sponsor,designer,manufacturer,warrantyExpiry,insuranceInfo,riskAssessment,emergencyContact,images,imagesCount,interactiveFeatures,coordinatesRaw,coordinateX,coordinateY,coordinateNotes,nearbyFacilities,routeInstructions,createdAt,updatedAt,isActive,exhibitCode,scientificName,virtualTour,videos,audioGuides
cmeidtzf00000gjwkywuls12v,Bird in Cage,"The Bird in Cage exhibit is a classic optical illusion that excites children and adults alike. A simple card with a bird on one side and a cage on the other is fixed on strings. When the card is rapidly rotated, our eyes merge the two separate images into one — making it look like the bird is sitting inside the cage. This phenomenon occurs because the human eye retains an image for a brief moment even after it disappears. The exhibit beautifully demonstrates persistence of vision, the very principle that makes motion pictures and animations possible.",environment,"Dehradun, Uttarakhand, India",outside,researchers,passive,outdoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755598185915-413145070.jpg,1,,"{""floor"":""outside"",""x"":30.562499999999996,""y"":59.4}",30.562499999999996,59.4,,,{},2025-08-19T10:09:47.913Z,2025-08-20T10:18:39.832Z,true,,,,,
cmeie1duc0002gjwkj2ko9wqr,Corythosaurus,"The exhibit displays a life-sized Corythosaurus model, often with its distinctive helmet-like crest. Information panels explain how paleontologists study fossilized bones and compare them with modern species (like birds and reptiles) to understand dinosaur behavior, diet, and environment. Children particularly enjoy the scale of the dinosaur, helping them imagine a world where these giants roamed.",environment,"Dehradun, Uttarakhand, India",outside,families,passive,outdoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755598531632-808195609.jpg,1,,"{""floor"":""outside"",""x"":45.8125,""y"":64.4}",45.8125,64.4,,,{},2025-08-19T10:15:33.204Z,2025-08-20T10:18:39.847Z,true,,,,,
cmewluqzt0003hnnptsynidiz,Food Irrigation,"The Food Irrigation exhibit highlights the vital role of irrigation systems in modern agriculture and food production. Water is a key resource for growing crops, and its efficient use ensures both higher yield and sustainability.

The exhibit demonstrates different irrigation techniques such as:

Traditional Irrigation – canals, surface flooding.

Sprinkler Irrigation – mimicking rainfall using rotating sprinklers.

Drip Irrigation – water delivered directly to the roots, conserving water.

Smart Irrigation – automated systems using soil moisture sensors and satellite data.

Interactive displays may allow visitors to control water flow through different irrigation methods and observe how water efficiency and crop growth vary.

✨ Learning Outcome

Understand the importance of irrigation in food security.

Compare traditional vs modern irrigation techniques.

Learn how water conservation and efficient irrigation help fight drought and climate change.",environment,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458186235-23043417.jpg,1,,"{""floor"":""first"",""x"":7.75,""y"":48.66666666666667}",7.75,48.66666666666667,,,{},2025-08-29T09:03:07.049Z,2025-08-29T09:03:07.049Z,true,,,,,
cmez4jnl0001bhnnp7998xxcl,Frozen Himalayas ❄️🏔️,"The Himalayas, also called the “Third Pole,” contain the largest amount of frozen water outside the Arctic and Antarctic. These frozen landscapes — glaciers, snowfields, and permafrost — form the lifeline of Asia.

Key Features of the Frozen Himalayas
1. Snow-Capped Peaks

Home to the world’s highest mountains (Mount Everest, Kanchenjunga, Nanda Devi, etc.).

Snow cover reflects sunlight and regulates Earth’s temperature balance (albedo effect).

2. Glaciers of the Himalayas

More than 9,500 glaciers.

Examples: Siachen, Gangotri, Zemu, Baltoro.

Called the “Water Towers of Asia” because they feed rivers like the Ganga, Indus, and Brahmaputra.

3. Permafrost

Permanently frozen ground at high altitudes.

Stores carbon and water — sensitive to climate change.

4. Frozen Rivers and Lakes

Lakes like Pangong Tso and Tso Moriri partially freeze in winter.

Frozen rivers like the Zanskar (Chadar Trek) provide unique cultural and adventure experiences.

Importance of the Frozen Himalayas

🌊 Water Source → Sustains 1.3 billion people through rivers.

🌾 Agriculture → Meltwater irrigates the Indo-Gangetic plains.

⚡ Hydropower → Provides energy through Himalayan rivers.

🐾 Ecosystem → Supports snow leopard, Himalayan tahr, musk deer, etc.

🌍 Climate Regulator → Controls monsoon patterns and global climate.

Threats to the Frozen Himalayas

Glacier Retreat due to global warming.

Glacial Lake Outburst Floods (GLOFs) causing disasters.

Shrinking snowline → affecting rivers and farming.

Rising temperatures → melting permafrost.

Exhibit / Display Idea

A giant 3D Himalayan model showing snow peaks, glaciers, frozen rivers.

Interactive screens: Before & After images of glacier retreat.

Short film: “Frozen Himalayas – Lifeline of Asia”.

✨ The “Frozen Himalayas” is both a symbol of beauty and a warning of climate change.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756610513565-179224673.jpg,1,,"{""floor"":""first"",""x"":91.91666666666667,""y"":32.83333333333333}",91.91666666666667,32.83333333333333,,,{},2025-08-31T03:21:54.468Z,2025-08-31T03:21:54.468Z,true,,,,,
cmewm1x0a0006hnnpdkwe3mga,Future Farming,"The Future Farming exhibit explores how advanced technologies are transforming the way food is grown, harvested, and delivered. It shows the shift from traditional methods to smart, efficient, and sustainable practices that will feed the world’s growing population.

The exhibit highlights concepts such as:

Smart Farming (Precision Agriculture) – using drones, IoT sensors, and AI to monitor soil health, crop growth, and irrigation.

Vertical & Hydroponic Farming – growing crops in stacked structures without soil.

Aeroponics – plants suspended in air and sprayed with nutrient mist.

Robotics & Automation – AI-powered robots for planting, harvesting, and crop monitoring.

Genetic Engineering & CRISPR – developing disease-resistant and high-yield crops.

Climate-Resilient Agriculture – techniques to grow food in harsh climates.

A mini interactive model or AR display may allow visitors to see how these future farms look — from skyscraper farms in cities to automated greenhouses in deserts.

✨ Learning Outcome

Understand how technology integrates with agriculture.

Learn about sustainability solutions for global food security.

Explore how farming may look in 2050 and beyond.",environment,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458520673-133658506.jpg,1,,"{""floor"":""first"",""x"":5.916666666666667,""y"":51}",5.916666666666667,51,,,{},2025-08-29T09:08:41.434Z,2025-08-29T09:08:41.434Z,true,,,,,
cmeiaal7i0000osbs6mgxph2x,Himalaya Gallery,"This gallery is thematic, combining science, geography, biodiversity, culture, and exploration history related to the Himalayas, with special emphasis on Uttarakhand.

🔹 Key Exhibit Themes

Geography & Exploration

Highest 10 Himalayan Peaks

Mountain Passes

Khumbu Glacier

Everest Expedition Models

Surveying & Mapping (Nain Singh Rawat, Radhanath Sikdar)

Nature & Environment

Himalayan Biodiversity

Uttarakhand Endemic Species

Herbal & Healing Flora

Glacial & Frozen Zones

Himalayan Climate Zones

River Systems & Lakes

Disaster & Natural Calamity Patterns

Culture & Heritage

Amarnath Cave Replica (Ice Lingam)

Folklore & Traditional Knowledge Systems

Sacred Sites & Pilgrimage Trails

Regional Superfoods & Traditional Diets

Sustainability & Human Practices

Water Harvesting Techniques

Himalayan Adventure Sports

Uttarakhand Tourism Highlights",environment,"Dehradun, Uttarakhand, India",first,families,interactive,indoor,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755592244172-300777207.png,1,Audio Guide; Interactive Touch; Live Demonstrations; Video Content; 3D Models; Guided Tours,"{""floor"":""first"",""x"":83.41666666666666,""y"":25.5}",83.41666666666666,25.5,,,{},2025-08-19T08:30:44.187Z,2025-08-20T10:18:39.721Z,false,,,,,
cmeib0abp0000jsz4oq4x1n8y,Himalaya Gallery,"This gallery is thematic, combining science, geography, biodiversity, culture, and exploration history related to the Himalayas, with special emphasis on Uttarakhand.

🔹 Key Exhibit Themes

Geography & Exploration

Highest 10 Himalayan Peaks

Mountain Passes

Khumbu Glacier

Everest Expedition Models

Surveying & Mapping (Nain Singh Rawat, Radhanath Sikdar)

Nature & Environment

Himalayan Biodiversity

Uttarakhand Endemic Species

Herbal & Healing Flora

Glacial & Frozen Zones

Himalayan Climate Zones

River Systems & Lakes

Disaster & Natural Calamity Patterns

Culture & Heritage

Amarnath Cave Replica (Ice Lingam)

Folklore & Traditional Knowledge Systems

Sacred Sites & Pilgrimage Trails

Regional Superfoods & Traditional Diets

Sustainability & Human Practices

Water Harvesting Techniques

Himalayan Adventure Sports

Uttarakhand Tourism Highlights",environment,"Dehradun, Uttarakhand, India",first,families,interactive,indoor,,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755593442972-970955999.jpg,1,Audio Guide; Interactive Touch; Live Demonstrations; Video Content; 3D Models; Guided Tours,"{""floor"":""first"",""x"":86.75,""y"":26}",86.75,26,,,{},2025-08-19T08:50:43.122Z,2025-08-20T10:18:39.758Z,true,,,,,
cmez523gf001ihnnpv8j9t5ua,Himalayan Way of Life,"The Himalayas are not just mountains; they are home to millions of people whose lives are deeply intertwined with nature. Despite harsh terrain and climatic challenges, the Himalayan communities have developed unique traditions, sustainable practices, and rich cultural heritage that reflect resilience and harmony with their environment.

Key Features of the Exhibit
1. Traditional Settlements

Villages perched on hill slopes, built with locally available stone, mud, and wood.

Architecture designed for cold climates — sloping roofs, small windows, and thick walls.

2. Agriculture & Livelihoods

Terrace farming for crops like rice, barley, and maize.

Cultivation of cash crops: apples, tea, cardamom, saffron.

Pastoralism: Nomadic groups like the Gaddis and Bhotiyas herd sheep, yak, and goats.

3. Food & Cuisine

Simple, energy-rich diets: dal, rice, barley bread, yak butter tea, and fermented foods.

Regional delicacies: Momos, Thukpa, Mandua roti, and local herbs.

4. Clothing & Lifestyle

Wool-based clothing for warmth: pashmina, yak wool shawls, and hand-knitted sweaters.

Jewelry and ornaments with cultural symbolism.

5. Religion & Spirituality

Influence of Hinduism, Buddhism, and tribal animistic beliefs.

Monasteries, temples, and sacred peaks (like Kailash, Nanda Devi).

Festivals: Losar, Hemis, Phool Dei, and Jagar (folk rituals).

6. Arts & Crafts

Handwoven carpets, wooden carvings, stone pottery, and Thangka paintings.

Folk dances like Chholiya and music with traditional instruments (damau, hudka).

7. Challenges of Modern Life

Migration due to lack of resources and opportunities.

Climate change impacts: retreating glaciers, reduced agricultural productivity.

Efforts toward sustainable tourism, eco-villages, and organic farming.

Interactive Elements for Exhibit

3D village model showing traditional Himalayan homes.

Virtual kitchen corner with aroma screens displaying local foods.

Touch screens showcasing folk dances, music, and rituals.

VR Trek experience: A walk through Himalayan villages and monasteries.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756611373881-505638535.jpg,1,,"{""floor"":""first"",""x"":97.58333333333333,""y"":37.666666666666664}",97.58333333333333,37.666666666666664,,,{},2025-08-31T03:36:14.846Z,2025-08-31T03:36:14.846Z,true,,,,,
cmez4m7o1001chnnpmk92jm6v,Lakes of the Himalayas 🏔️💧,"The Himalayas are dotted with hundreds of lakes, ranging from tiny glacial tarns to large freshwater and saltwater bodies.

Types of Himalayan Lakes

Glacial Lakes

Formed by melting glaciers.

Example: Gurudongmar (Sikkim), Tso Moriri (Ladakh), Chandratal (Himachal).

Tectonic Lakes

Formed due to earth’s crust movements.

Example: Nainital, Bhimtal (Kumaon Hills, Uttarakhand).

Moraine-Dammed Lakes

Created when debris left by glaciers blocks water.

Example: Gokyo Lakes (Nepal Himalayas).

Saltwater (High-Altitude) Lakes

Found in cold deserts of Ladakh & Tibet.

Example: Pangong Tso (India-China), Tso Kar (Ladakh).

Famous Lakes in the Himalayas
Jammu & Kashmir

Dal Lake → Srinagar’s jewel, houseboats and shikaras.

Wular Lake → One of Asia’s largest freshwater lakes.

Mansar & Surinsar → Sacred lakes.

Ladakh

Pangong Tso → Famous blue lake, part in China.

Tso Moriri → High-altitude freshwater lake, bird habitat.

Tso Kar → Salt lake, wetland ecosystem.

Himachal Pradesh

Rewalsar Lake → Sacred to Hindus, Sikhs, Buddhists.

Chandratal → “Moon Lake”, glacial.

Renuka Lake → Largest natural lake in Himachal.

Uttarakhand (Land of Lakes)

Nainital → Shaped like an eye.

Bhimtal, Naukuchiatal, Sattal → Cluster of scenic lakes.

Hemkund Sahib Lake → Sacred Sikh pilgrimage.

Sikkim & Arunachal Pradesh

Gurudongmar Lake (Sikkim) → One of the highest lakes in the world.

Tsongmo / Changu Lake (Sikkim) → Sacred glacial lake.

Shonga-tser Lake (Arunachal) → Formed by 1950 Assam earthquake.

Nepal Himalayas

Tilicho Lake → World’s highest lake (~4900m).

Gokyo Lakes → UNESCO World Heritage Site.

Rara Lake → Nepal’s largest lake.

Importance of Himalayan Lakes

🌊 Water Reservoirs → Source of rivers and streams.

🌱 Biodiversity → Wetlands for migratory birds, fish.

🕉️ Sacred Value → Pilgrimage spots (Hemkund, Mansarovar, Gurudongmar).

🌍 Tourism → Trekking, boating, spiritual tourism.

⚠️ Climate Indicators → Sensitive to global warming, glacier retreat, GLOF risks.

Exhibit Idea: “Lakes of the Himalayas”

3D Relief Map → Lakes glowing in blue on the Himalayan belt.

Interactive Touchscreen → Tap a lake to see pictures, myths, biodiversity.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756610632993-653207905.jpg,1,,"{""floor"":""first"",""x"":80.91666666666667,""y"":33.166666666666664}",80.91666666666667,33.166666666666664,,,{},2025-08-31T03:23:53.808Z,2025-08-31T03:23:53.808Z,true,,,,,
cmewm6pzy0007hnnp3u9skdyj,Meeting Ever-Increasing Needs,"The exhibit illustrates humanity’s growing demand for food, water, energy, housing, and healthcare, driven by population growth, urbanization, and industrialization. It emphasizes the challenges of balancing resources with sustainable living.

Key themes covered:

Population Explosion – how the global population crossed 8 billion and its effects.

Food Security – increasing need for sustainable farming (linked with hydroponics, future farming).

Energy Demand – reliance on renewable energy sources like solar, wind, and hydrogen.

Water Scarcity – efficient irrigation, desalination, and water recycling.

Housing & Urbanization – smart cities, vertical expansion, and eco-friendly construction.

Healthcare & Medicine – growing demand for affordable and accessible treatment.

Circular Economy – reusing, recycling, and reducing waste to sustain future generations.

The exhibit can use infographics, 3D population counters, and interactive charts showing how demand has risen over time and projections for 2050 and 2100.

✨ Learning Outcome

Realize the pressure on natural resources due to rising demand.

Understand the role of science and technology in solving future needs.

Inspire visitors to think about sustainability and responsible consumption.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756458744799-838769298.jpg,1,,"{""floor"":""first"",""x"":1.5833333333333335,""y"":54.50000000000001}",1.5833333333333335,54.50000000000001,,,{},2025-08-29T09:12:25.629Z,2025-08-29T09:12:25.629Z,true,,,,,
cmez4dt200019hnnp57bm9jir,Saga of Surveying,"The exploration and mapping of the mighty Himalayas was one of the most remarkable achievements of the 19th century. This saga is not only about mountains and maps but also about courage, scientific brilliance, and human determination. Three names stand out in this journey of surveying the ""roof of the world""—Radhanath Sikdar, Nain Singh Rawat, and Kishen Singh Milamwal.

1. Radhanath Sikdar (1813 – 1870)

An Indian mathematician and surveyor from Bengal.

Known as the first person to calculate the height of Peak XV (later named Mount Everest) in 1852, proving it to be the world’s tallest mountain (29,002 ft at that time).

Worked with Sir George Everest and Andrew Waugh during the Great Trigonometrical Survey of India (GTSI).

His mathematical genius laid the foundation for accurate Himalayan cartography.

📌 Legacy: Celebrated as the “unsung hero” who measured the highest peak of the world.

2. Nain Singh Rawat (1830 – 1895)

A legendary “Pundit Explorer” from Uttarakhand.

Famous for his secret expeditions across Tibet, Central Asia, and the Himalayas, disguised as a trader.

Mapped the course of the Tsangpo-Brahmaputra River, surveyed Lhasa (Tibet’s capital), and recorded trade routes and altitudes.

Walked thousands of kilometers, counting his steps with a prayer wheel-like device to measure distance.

📌 Recognition: Awarded the Patron’s Medal of the Royal Geographical Society, London, for his unparalleled contribution.

3. Kishen Singh Milamwal (1850 – 1921)

Cousin of Nain Singh Rawat, also trained as a Pundit Explorer.

Conducted surveys in Tibet, Xinjiang, and Western China.

Collected valuable data on geography, rivers, trade routes, and even cultural aspects of Central Asia.

His notes remain crucial sources for historians and geographers studying the Himalayas and Tibet.

📌 Contribution: Expanded the knowledge of areas then inaccessible to Europeans.

Conclusion

The saga of these Indian surveyors is a story of intellect, bravery, and endurance. With limited resources, under harsh climates, and often in disguise, they mapped the Himalayas and beyond, laying the foundation for modern geographical knowledge. Their legacy continues to inspire explorers and scientists across the world.",environment,"Dehradun, Uttarakhand, India",first,researchers,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756610240838-197766662.jpg,1,,"{""floor"":""first"",""x"":93.08333333333333,""y"":27.500000000000004}",93.08333333333333,27.500000000000004,,,{},2025-08-31T03:17:21.624Z,2025-08-31T03:17:21.624Z,true,,,,,
cmewmydse000jhnnp5x52sud4,Seaside Windmill,"The Seaside Windmill demonstrates how strong coastal winds are harnessed to generate clean, renewable electricity. Placed near shorelines, these windmills convert wind energy into mechanical rotation, which powers a generator to produce electricity.

✨ Applications

Sustainable Power – clean energy for coastal towns.

Eco-friendly Alternative – reduces use of fossil fuels.

Tourism & Innovation – often a landmark showcasing green technology.

🎯 Learning Outcome

Understand how wind energy is converted into electricity.

Learn the importance of renewable energy for the future.

Visualize why coastal regions are ideal for windmills.",environment,"Dehradun, Uttarakhand, India",first,students,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756460035033-909335530.jpg; exhibit-1756460035111-86893870.jpg,2,,"{""floor"":""first"",""x"":1.25,""y"":29.333333333333332}",1.25,29.333333333333332,,,{},2025-08-29T09:33:56.174Z,2025-08-29T09:33:56.174Z,true,,,,,
cmez4zole001hhnnpzr864be6,The Original Inhabitants of the Himalayas,"The Himalayas, apart from their grandeur, are also home to some of the world’s most ancient and resilient communities. These original inhabitants have adapted to the rugged terrain, harsh climate, and isolated valleys, creating unique cultures that are deeply connected to nature and spirituality.

1. Major Indigenous Communities

Bhotiyas

Found in Uttarakhand and bordering Tibet.

Traditionally nomadic traders between India and Tibet.

Known for wool products (pashmina, carpets).

Follow Tibetan Buddhism and Hinduism.

Sherpas

Famous mountain guides of Nepal.

Inhabiting Solukhumbu and Khumbu valleys.

Known for resilience in high altitudes.

Tibetan Buddhist influence, monasteries central to culture.

Lepchas

Indigenous to Sikkim and Darjeeling Himalayas.

Nature worshippers, strong belief in animism.

Now also follow Buddhism and Christianity.

Monpas and Apatanis (Arunachal Pradesh)

Monpas practice Buddhism, live near Tawang.

Apatanis famous for wet rice cultivation and unique traditions.

Gaddis

Semi-nomadic shepherds of Himachal Pradesh.

Known for rearing sheep and goats, migrating with seasons.

Kinnauras

Found in Kinnaur district (Himachal Pradesh).

Known for polyandry traditions (historically).

Rich folk music and mythology (connection to Pandavas).

Bhutias of Sikkim

Tibetan origin, settled in Sikkim.

Custodians of monasteries and lama traditions.

Ladakhis (Changpas & Baltis)

Changpas: Nomadic herders of yak and goats in high-altitude Ladakh.

Baltis: Muslim community with Tibetan roots.

2. Cultural Features

Languages: Belong mostly to Tibeto-Burman and Indo-Aryan families.

Occupations: Animal husbandry, agriculture, weaving, and trading.

Religion: Blend of Hinduism, Buddhism, Bon traditions, and nature worship.

Architecture: Stone and wood houses, monasteries, suspension bridges.

Festivals: Losar (Tibetan New Year), Nanda Devi Raj Jat (Uttarakhand), Hemis festival (Ladakh).

3. Adaptations to Himalayan Life

High-altitude tolerance (Sherpas genetically adapted for oxygen).

Warm clothing (yak wool, pashmina, felt).

Terrace farming and unique irrigation systems.

Use of local herbs and traditional medicine.

4. Present Challenges

Migration to cities due to lack of opportunities.

Climate change affecting glaciers, rivers, and pastures.

Cultural erosion with modernization.

Tourism bringing both income and strain on ecosystems.

Exhibit Ideas

Life-size models of Bhotia traders, Sherpa climbers, and Lepcha farmers.

Interactive maps showing where these communities live.

Artifacts: Wool products, traditional dresses, tools, and musical instruments.

Audio-visuals: Folk songs, festival dances, and rituals.

✨ Essence: The original inhabitants of the Himalayas are not just survivors of harsh landscapes but custodians of ancient wisdom, sustainable living, and cultural heritage that continues to inspire the world.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756611261282-154124770.jpg,1,,"{""floor"":""first"",""x"":79.41666666666667,""y"":41.333333333333336}",79.41666666666667,41.333333333333336,,,{},2025-08-31T03:34:22.274Z,2025-08-31T03:34:22.274Z,true,,,,,
cmez541i1001jhnnpp1xe4dxa,Uttarakhand – Land of Gods & Glaciers,"Uttarakhand, nestled in the lap of the central Himalayas, is a state known for its sacred rivers, spiritual shrines, snow-capped mountains, and rich cultural heritage. It is both a center of pilgrimage and a treasure of biodiversity, where tradition and modernity coexist.

Key Sections of the Exhibit
1. Geography & Nature

Origin of the Ganga (Gangotri Glacier) and Yamuna (Yamunotri Glacier).

Majestic Himalayan peaks: Nanda Devi, Trisul, Kedarnath, Panchachuli.

Rich forests: oak, rhododendron, and pine; home to leopards, musk deer, and snow leopards.

National Parks: Jim Corbett (India’s first tiger reserve), Valley of Flowers (UNESCO site).

2. Pilgrimage & Spirituality

The Char Dham Yatra: Kedarnath, Badrinath, Gangotri, Yamunotri.

Haridwar & Rishikesh: global yoga and meditation hubs.

Famous temples: Jageshwar, Baijnath, Neelkanth, Naina Devi.

3. People & Culture

Communities: Garhwalis & Kumaonis.

Languages: Garhwali, Kumaoni, Jaunsari, Hindi.

Rich folklore, oral traditions, and epics sung by bards (Jagars, Pandav Nritya).

Festivals: Kumbh Mela (Haridwar), Ghee Sankranti, Phool Dei, Bikhauti Mela.

4. Food & Lifestyle

Rustic, wholesome food: Mandua (finger millet) roti, Bhatt ki churkani, Aloo ke gutke, Kafuli.

Drinks: Buransh (rhododendron juice), hemp-based bhang ki chutney.

Handwoven woollens: pashmina shawls, ringal bamboo crafts.

5. Adventure & Tourism

Trekking routes: Roopkund, Valley of Flowers, Kedarkantha.

River rafting in Rishikesh.

Skiing in Auli.

Wildlife safaris in Corbett and Rajaji parks.

6. Modern Uttarakhand

Emerging hydropower hub (due to Himalayan rivers).

Focus on eco-tourism and yoga tourism.

Migration issues: ghost villages due to urban shift.

Climate challenges: glacier melting, Kedarnath flood (2013).

Interactive Ideas for the Exhibit

Digital Map Wall: Touch any part of Uttarakhand to explore its peaks, rivers, temples.

VR Pilgrimage: Experience the Char Dham Yatra.

Folk Music Corner: Listen to Garhwali and Kumaoni songs with traditional instruments (dhol, damau, hudka).

Food Kiosk Simulation: Explore local recipes and virtual cooking demos.",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756611464641-531797311.jpg,1,,"{""floor"":""first"",""x"":96.75,""y"":33.33333333333333}",96.75,33.33333333333333,,,{},2025-08-31T03:37:45.624Z,2025-08-31T03:37:45.624Z,true,,,,,
cmeidxcoc0001gjwknyhxs9ro,Whispering Garden,"The Whispering Garden exhibit allows two visitors to communicate across a large distance using only whispers. The secret lies in the parabolic shape of the reflectors: sound waves originating at the focal point of one dish reflect and travel in a straight line to the focal point of the opposite dish. This creates a magical effect — a person speaking very softly can be heard clearly at the other end, while nearby people cannot.

The exhibit introduces visitors to the principles of sound wave reflection, parabolic geometry, and acoustic focusing. The same principle is applied in whispering galleries in cathedrals, satellite dishes, and even modern sound systems.",environment,"Dehradun, Uttarakhand, India",outside,families,passive,outdoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1755598343685-450986833.jpg,1,,"{""floor"":""outside"",""x"":34.0625,""y"":65.4}",34.0625,65.4,,,{},2025-08-19T10:12:25.066Z,2025-08-20T10:18:39.841Z,true,,,,,
cmez6zrxe001phnnp78tzl9n9,🌀 Gharat – The Traditional Watermill of the Himalayas,"🔹 What is a Gharat?

A Gharat is a traditional water-powered mill used in the Himalayan villages to grind grains like wheat, maize, and barley into flour. It is one of the most ingenious examples of sustainable, eco-friendly technology rooted in local wisdom.

🔹 How it Works

Water Source – A stream or small river is diverted through a wooden channel (called naula or gool).

Vertical Wooden Shaft – The water strikes a wooden turbine (called pankha), making it rotate.

Grinding Stones – The rotating shaft moves the upper stone against the lower stone to grind grains.

Output – Fine, freshly ground flour is collected for household use.

🔹 Significance in Himalayan Life

Self-sufficient Villages – Every village traditionally had a Gharat, making communities independent for food processing.

Community Ownership – Often shared by multiple families, promoting cooperation.

Eco-Friendly – Works entirely on water power (zero pollution, zero fuel).

Cultural Value – Associated with folk songs, stories, and local rituals.

🔹 Challenges Today

Decline due to electric mills and migration from villages.

Reduced water flow in mountain streams because of climate change and hydropower projects.

Traditional skills of building and repairing gharats are vanishing.

🔹 Revival Efforts

NGOs and local communities are modernizing gharats by attaching small turbines to generate micro-hydropower along with grinding.

Promotion of heritage tourism around working gharats.

✨ In essence:
The Gharat is more than a machine — it is a symbol of Himalayan resilience, sustainability, and community living",environment,"Dehradun, Uttarakhand, India",first,families,passive,indoor,,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,exhibit-1756614624627-231576379.jpg,1,,"{""floor"":""first"",""x"":81.91666666666667,""y"":55.666666666666664}",81.91666666666667,55.666666666666664,,,{},2025-08-31T04:30:25.826Z,2025-08-31T04:30:25.826Z,true,,,,,
